ID,VISIT,microb_clean15_trnk_UNCLASSIFIED,microb_clean15_trnk_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,microb_clean15_trnk_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola,microb_clean15_trnk_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira,microb_clean15_trnk_k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium,microb_clean15_trnk_k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter,microb_clean15_trnk_k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter
73,3,0.0,0.0,0.04402803147442806,0.055331681682192844,0.06293714066223986,0.08667794024376638,0.02226805172521176,0.02296827784427683,0.07991068987843318,0.09218001729086886,0.01448605926197989,0.1066293279491455,0.012045931949596531,0.03998949009960572,0.0079988793177857
74,1,0.18012670085205323,0.0,0.17881544829730858,0.23461622263449128,0.021383402099974167,0.019306117468721115,0.08771125723767384,0.04582557361333718,0.0007592556186083576,0.04734400278772848,0.0159859743836713,0.023098784737398965,0.0,0.019578898013221123,0.003158312971643561
74,3,0.2734903801606163,0.0010926920083255056,0.10120094132852893,0.10521186730215548,0.04574343941320451,0.029832703179240007,0.09282484823310645,0.06723532812522101,0.0053825010495375,0.08025532588136973,0.013706003512020537,0.006937888695616519,0.0,0.02098591310244723,0.00263745969579167
75,1,0.0,0.30978256444669083,0.0,0.0009522901049177654,0.04525870799140678,0.030905703879994233,0.026647638287369532,0.0,0.03967855333925249,0.02239047734018966,0.032643728811821655,0.002051333804218045,0.005959502642017035,0.008081197758610258,0.004015218548769797
75,3,0.0,0.5969920496912622,0.0,3.775199330022605e-05,0.019385347346953578,0.039248116843222505,0.0051658984236434315,0.0,0.0025040816832649936,0.0025688424164528817,0.0035300121820461376,0.000855243295030121,0.004139164690962284,0.0013615818647456529,0.0005689908139159069
76,1,0.0,0.12743679224470558,0.16852969073873802,0.010668854903333084,0.07423485454218594,0.07046122733171124,0.044626394890769,0.011505859432086119,0.03760664750958621,0.11810492245146033,0.027507540247686074,0.010147954213590101,0.016580637308581007,0.017883089225363417,0.03105625126871949
76,3,0.0,0.1242388512686005,0.11498259520722676,0.017544501501667812,0.09206212193838123,0.07812743265310594,0.046791669460003654,0.027425325935940433,0.051000118501144456,0.05768231662400191,0.03809485137152259,0.004679237302913953,0.022389881630523484,0.013842823258106048,0.016832690555921133
78,1,0.1557796046746296,0.6179315893811109,0.007698584743536302,0.005853906970057585,0.014656596174090363,0.015561581821702256,0.030397790248125205,0.0005617210670371025,0.0025417624755424252,0.01242398295028756,0.010022312965055347,0.003272540294006752,0.010133525632734581,0.002947600025155383,0.007575887701594381
78,3,0.19084593155446636,0.5926379093067521,0.0012981261346321753,0.001236954074517987,0.014025232118931885,0.01133803089463003,0.03627292766736587,0.0,0.0007135931179854864,0.029321645508040874,0.00464486892798263,0.00469714030662518,0.006950149339137694,0.0034508000505552813,0.004578194636958703
79,1,0.1501568867141187,0.0,0.0,0.12781834611063275,0.039249405367212616,0.049388372630116806,0.12122449901405635,0.0051497937943462465,0.0261229849086383,0.0014910495880719327,0.10814201544159449,0.08032937262245714,0.0028084762615060207,0.03578366052386172,0.009421189836413124
79,3,0.13947905083322715,0.0,0.0,0.14809817805968828,0.023305988145034436,0.03295951754558465,0.06684543563075719,0.015201856528163105,0.1015625047460672,0.0038100665971428586,0.02061118481425689,0.11031701999785062,0.0008399353341675802,0.01769126194279268,0.014343835831559631
80,1,0.0,5.9776059057544816e-05,0.15502795757321616,0.07960258633084737,0.07698425476576394,0.05106207137962343,0.11254129754699879,0.04923604794740828,0.019091091504830748,0.025450483194817086,0.023510014141994273,0.020933535830991355,0.011274846114195703,0.0232632000958019,0.007127569118946948
80,3,0.0,0.00014723875677130285,0.17278718854313976,0.079061896545516,0.02818538964259598,0.05224287855380249,0.07909960892463454,0.09028855085268594,0.022009686665293914,0.008891896963762318,0.04364124655059613,0.02133658087735644,0.016908084400705667,0.010062084004123891,0.004356180983713369
82,1,0.0,0.0,0.11168489300435917,0.09277547525886651,0.06109723646559847,0.0696028272771684,0.13696648041497703,0.019700658829105655,0.08193810118795522,0.08826993622010902,0.0165704103727833,0.044226624048411156,0.008018264163952852,0.025547775921247514,0.013449794067618292
82,3,0.0,0.00021847422024290727,0.07109934620459556,0.04176242701454327,0.05455637779988527,0.044376182271987266,0.06626679690073979,0.03939456825877957,0.09187629477365472,0.02749068646910303,0.05030803358335493,0.00647155797130565,0.005714381570298277,0.017009950772484673,0.006416311616761466
83,1,0.16973610744924478,0.1850736815598449,0.07060851415957806,0.017839943864149027,0.0339855431191282,0.043629207158747386,0.00982460778303904,0.0174324674315204,0.0,0.027894571965029674,0.03198295470122235,0.0018150014618371771,0.0055965520489786496,0.013500282603648469,0.009470858129680428
84,1,0.0,0.3074912170074769,0.08482348937533157,0.03377683692159867,0.05170355023070996,0.055460969482228846,0.04103123842696856,0.048468606431853,0.015113052878119095,0.02035402216016576,0.025028976368495336,0.0031112312204105742,0.014130358626349981,0.004003543224334146,0.009667797695903277
84,3,0.0,7.330556692517083e-06,0.01606827901424296,0.030639216510100684,0.0651978708046621,0.014934051098599391,0.0056831898083973195,0.09788442142225648,0.10680681352148289,3.283687723908337e-05,0.007185652674608835,0.0010670478823929662,0.01245310954181409,0.0050021509660870345,0.011750982796689714
85,1,0.0,0.05598630332062411,0.04298696868445423,0.036617638658362636,0.15884173593181916,0.019625919903711316,0.021279272589182486,0.02958897893604543,0.04963577967848526,0.026507849603637862,0.027961874732989576,0.003501708464441654,0.014586311848866673,0.01999953336031262,0.03457196670123555
85,3,0.0,0.05248446650997389,0.11171375767855776,0.1438684478094578,0.06085684777330095,0.0034178588486227057,0.02947570049270642,0.08089610715237022,0.03179923521575122,0.028200692631009744,0.02850103048855159,0.008320170377848476,0.011344693860821617,0.00043793007589518635,0.03768784143764528
87,1,0.0,0.0025358758644072692,0.07425737503002877,0.04443758390987265,0.0660036765680651,0.0213918453463213,0.06407631048038828,0.006756678040781302,0.03109164585072458,0.0193266883007844,0.03122602216385634,0.011126017262836853,0.011689634504462736,2.510768182581455e-06,0.030563480655836747
87,3,0.0,0.0022804316815927235,0.06961170741939507,0.07404651322268174,0.022539091709900226,0.021700960205645277,0.03456962184244723,0.008941413992691693,0.06849322390192525,0.012148520008612261,0.030360610340451236,0.0175939040580954,0.016560937989260918,0.0007740942638263718,0.011197138392544258
88,1,0.1959226763783191,0.4068652781431845,0.01771510337842816,0.040651727319752494,0.00766809271210566,0.02691655722720902,0.12413451602525336,0.0060981291506095065,4.255537911159125e-05,0.002919668874632953,0.01203030037067738,0.014259349388895443,0.005840544428108201,0.002945089480208506,0.001426127999701409
89,1,0.0,0.0,0.01679465008497875,0.05311746733097189,0.06903010418152909,0.026030249675504217,0.04398493016238921,0.04143903696864161,0.05776945368570832,0.01899877823269365,0.0697677294765264,0.0007887040367992176,0.005930965873870302,0.006887787344316676,0.03590654561004863
89,3,0.0,0.0,0.00941935199405038,0.02819252442719049,0.02587161518900089,0.013668587914322747,0.07147055438684205,0.019425454114461373,0.1035822298648735,0.010913228737690328,0.10772619055564892,0.0013238789907250598,0.004064574470645605,0.007232135218295924,0.04801238141872984
90,1,0.0,0.04723876180263993,0.1492576540271137,0.04969044665967816,0.13895487719774072,0.09874434532363745,0.06392171969766522,0.0025431917566584527,0.06135612625191941,0.05079102964363515,0.015384559995823692,3.540266936126985e-05,0.01150666760273725,0.032122822060783394,0.03006326677031449
90,3,0.0,0.044624436157670824,0.11080092441309142,0.024070220795530273,0.1377360088612948,0.09972931163181098,0.04353459461017992,0.0033640323056025427,0.052298077970423906,0.017550793864370293,0.011591404928494543,0.0040655314534317494,0.023982621001845304,0.045498732155671746,0.04675866747398637
92,1,0.0,0.0,0.09215004066980524,0.14788454381732088,0.07896659903855209,0.011945669342563409,0.010983978965649474,0.015119853693759804,0.054419250132030396,0.0009044132294653852,0.003944849885385096,0.02901294604957393,0.012862709809120626,0.004493781136241222,0.060652963521629355
92,3,0.0,0.0015072751537707325,0.040345475176743764,0.07279171017843243,0.08491794217627002,0.017562435388434498,0.05162495626953996,0.005938863958853704,0.10267720248600985,0.0004998343642585326,0.006064226293346655,0.08148400338256251,0.009414388325678029,0.013546096699377294,0.13059010533867926
93,1,0.22163998153559836,0.0006206079787322986,0.08497736812691956,0.06604738478172244,0.04179564717504358,0.04211455233153477,0.04247027521164867,0.04726428308051132,0.005931464836119037,0.03541427463698645,0.012462832562189306,0.02798309151704027,0.01091438724333545,0.018902895474159943,0.01338327521274579
93,3,0.1918563393749871,0.0,0.04172291028218617,0.021512925460243672,0.0025246295433261024,0.00011475588742288083,0.0023925550708952734,0.08552170440241909,0.000978985889328861,0.0001196925000260905,0.001969625404455763,0.0284474020360979,0.0006772054061174724,0.007363233075215487,0.005247856366377153
94,1,0.0,0.028236554625471064,0.2977773006057477,0.07708222937178293,0.06943113675810521,0.08381566804384927,0.011511975714750565,0.055317069786810336,0.006087852984500527,1.7041858212140652e-06,0.007645478825090183,0.008693653351361609,0.0022496255302273433,0.010731558854859298,0.011053649975068759
94,3,0.0,0.07633625275428965,0.05741870748813829,0.005613154033490147,0.051191416196483604,0.0595376322941405,0.021390632642050763,0.03315070565278556,0.0639667821325387,0.03496921750442452,0.0249773354107106,0.005847615302001242,0.02370902600251101,0.010873658150428336,0.010117129790699201
95,1,0.0,0.0,0.04721308050777755,0.06114609917077511,0.0607526526564957,0.08051228841223329,0.07527288397698338,0.026526113872142203,0.05337079411941305,0.0358686893058631,0.017033978642420063,0.028050080077642776,0.022785114149108502,0.021486189325660734,0.0024844769060929865
95,3,0.0,0.0,0.07757333281031853,0.05571668502555299,0.08092056072521868,0.07783700831273294,0.05447165633445622,0.017260088314782315,0.01761912729112497,0.020602513032674543,0.014426502279917514,0.08483206422194611,0.012203522664685613,0.07790485347046994,0.007563734421631036
96,1,0.1924261330337951,0.03613040973278791,0.03507324769461116,0.03149879074721704,0.011009660311111513,0.024325231558492026,0.03663357781837462,0.048407403947269285,0.09095843883200222,0.009824019493051575,0.00842602510788216,0.0,0.04588324069089551,0.003119771411193053,0.009886885199555329
97,1,0.0,0.0,0.17549563146786287,0.1608870555552215,0.05781565375649668,0.03318611209659478,0.10395192309619591,0.020651561707646086,0.0,0.02382007540453269,0.03212860461527053,0.00013609696357451962,0.0014427480763024923,0.018595575545841025,0.016955296456868888
97,3,0.0,0.0,0.08467807900183155,0.07680700788800136,0.06516309205967509,0.05752062962958881,0.21039422175022285,0.026471022246470008,0.04607226338525381,0.066866637487837,0.07378550634970135,0.0,0.0018448981243769484,0.025077531102351672,0.018902592164011602
98,1,0.0,0.010393702058779304,0.04102643282502143,0.029919358338202508,0.015671991983264157,0.023857256891779113,0.014382795099941772,0.16200073264730908,0.009961783259513567,0.009687292807643752,0.01822545959490457,0.009086542197356617,0.018948822668067373,0.0011863638794785086,0.027978549378511235
98,3,0.0,0.2977566661928963,0.06670240171415885,0.03242423947590646,0.027379639709274255,0.044188318751942755,0.018637525751852787,0.08907495543233068,0.003173424679711095,0.04092141054604508,0.011229758735268191,0.006875954081132665,0.0169882235833058,0.0026290737176783456,0.030149339933083035
100,1,0.1775809372111174,0.0,0.11096409365235518,0.05030119432650584,0.012899050439820321,0.04910543573063828,0.0726576830285257,0.06270482377558585,0.02885004218839357,0.002404026165557304,0.007223517623719672,0.015261681788656192,0.013381550954890055,0.01192919392199645,0.004243667440643581
100,3,0.11530966040447009,0.0,0.170164629344397,0.06882823776145446,0.0015258873431255615,0.03974379312317451,0.021431286316171687,0.07834850368649311,0.011513416958641378,0.007768580172580908,0.010903115133093848,0.010017358737658832,0.002040417357621593,0.003186846546131556,0.0008329137328073104
101,1,0.12720930976500808,0.0009267473585103646,0.26168795945879575,0.23144246238011085,0.07982914559434998,0.03404981809336148,0.0033524367016427863,0.00793008114109423,0.01157905603094193,0.005536107570652121,0.027143379078936797,0.005876768253013411,0.006083314012826551,0.030015273652436118,0.046783922687941515
101,3,0.3538568885031897,0.00041010703667562244,0.03572925871915639,0.011552715764652267,0.08664210519499801,0.11085521984831392,0.035304031942972,0.0003439419788253251,0.01153294378529466,0.0002455989920204888,0.03006232518327506,0.051895565523913084,0.0064649202899547415,0.1413381196079245,0.018520852308257514
102,1,0.0,0.10439099264535381,0.02446451087914207,0.010022464352810087,0.02115171442408227,0.06637226307688639,0.039898823716324076,0.03484313462199921,0.08755573244233995,0.034907551788781,0.008203863900942314,0.014935306615632927,0.018568374336523318,0.00562808451370986,0.012873352422589501
102,3,0.0,0.029908707695190953,0.012279873078416853,0.010043589747967678,0.0074837051918512365,0.05427622146657241,0.0063819344142069575,0.03164392134381084,0.21395996805768663,0.007624012737554886,0.00550242605506102,0.0026821138210565572,0.0035989839604471325,0.0017334058205435356,0.010849780635128169
103,1,0.0,0.00011827777535542222,0.11340703642504422,0.06784373100225881,0.10276815100262969,0.054120201292735995,0.07363262622268398,0.028009380028998106,0.07159163294998304,0.04820420758150517,0.01686841547374008,0.021843699929283925,0.004936493354643381,0.022888553768525385,0.013999477773551186
103,3,0.0,1.7420725437052476e-05,0.08049005902322,0.09317715285875616,0.08587646723306724,0.12002469337771157,0.15193776035349268,0.02855687411313242,0.006499332255584475,0.0578392113096952,0.04519967405221997,0.011392653840273784,0.011337688447946533,0.06607240634182493,0.023787499988736624
104,1,0.20232669665153785,0.0,0.07342646193974064,0.08349459815390922,0.03416523179981634,0.04790105988736159,0.11200430443612573,0.025328917124128637,0.06459102517246522,0.05286609491254071,0.030897612571798155,0.030882130007289753,0.01942160045910271,0.01985710743715443,0.0025893392315320496
104,3,0.1347793177234803,0.0,0.1257826066404128,0.07478467245418444,0.04020655357716181,0.0772214804846247,0.13129986046593167,0.022961144539390514,0.07470688910395593,0.011999315427909982,0.02401922310852784,0.026844428780042392,0.03190597078563517,0.025525399586590048,0.0012552624150670077
106,1,0.18480706132846855,0.0,0.010924036263286144,0.021273247698412975,0.004537211294676475,0.05504907846334078,0.007539654100499511,0.07479815577813095,0.03384056072856718,0.0021554097447023224,0.00879927949201979,0.0004752841907250759,0.00027930079769206015,0.0068655331761021884,0.0006642565427599632
106,3,0.17020407178697308,0.5631994776440548,0.02480068679903816,0.0070693620081825545,0.021787117518567403,0.045782902441026105,0.023682951904313902,0.027292895405929666,0.002264844554579367,0.0022104099536024466,0.008500925670886563,0.00394468309612933,0.003493108240982379,0.010632753957514706,0.000496798727650643
107,1,0.0,0.0,0.02068331994514313,0.03226669556623994,0.04987752397069671,0.04291848257517737,0.031713357288181566,0.03677380136957009,0.05991791192935543,0.05180822074121971,0.08280049745101133,0.0033478022387710507,0.05960909302130647,0.025506690925403173,0.02563076186500055
107,3,0.0,0.0,0.06340935301608863,0.05546771593267138,0.027982397340363147,0.08462763180702795,0.07958339971403688,0.035640175505570436,0.022879950622776226,0.019130968877720214,0.08576146432325239,0.0018666754840280496,0.03375065503977328,0.009655110913388453,0.00547538102523869
108,1,0.0,0.0,0.09982881743699834,0.031835795018807594,0.04378741194462048,0.08027777635368583,0.04440865114795057,0.028831329434806048,0.03650292992693205,0.03979238145615055,0.025069615482085167,0.003159473812405265,0.004804350363228916,0.016603974784926097,0.005994757263849442
109,1,0.0,0.0,0.12346448899581355,0.060345767942985705,0.07694087668549789,0.045681038807708345,0.04383427489552047,0.02162819208430065,0.08531337438055203,0.029251858093137042,0.011270072278449485,0.01509935028399258,0.02099806661263394,0.003393453753302016,0.018824760351803502
109,3,0.0,0.0,0.06638010641660688,0.04129550425136912,0.09323818498068871,0.060004256182897925,0.04902252206716506,0.01302899419297798,0.09510573064339363,0.06342434584755403,0.011812512134734462,0.05742336865042497,0.030797655208268146,0.01868678906501971,0.017085104402842697
111,1,0.1678287766427707,0.06002220735628943,0.05953249114067585,0.07356666563912635,0.013565355710266128,0.025796272211830572,0.022917003939426403,0.09189197641807526,0.0,0.01648400444119115,0.019456353752808783,0.0,0.002436092571395345,0.020543770206291178,0.004185400208651848
111,3,0.24819678243971613,0.0135538622494342,0.07892157666933869,0.025954148269930463,0.019108697918521506,0.024398110986074383,0.007996091654755552,0.12987323795797837,0.00010415222559621563,0.007187105782547744,0.010538941219355398,0.0006177641940734303,0.015850704844851415,0.012906974566803396,0.00038628135128423237
112,1,0.1411001840017822,0.0,0.4267706202855342,0.0,0.031021911501695233,0.0,0.0006431939662257582,0.0,0.0,0.0,0.19742679005622812,0.0,0.0,0.0,0.09635471649195727
112,3,0.1797057972367421,6.228643906315653e-05,0.3836100414163868,0.00030018945916322477,0.053639375590623706,8.756210085874583e-05,0.0017367166521918254,0.0004689126697076158,0.0016589201495273772,0.0,0.09422231514350048,0.0,0.0,0.0,0.11152990330761067
113,1,0.0,0.0,0.1115736465528865,0.10999873975398951,0.13403407552940844,0.06687849084638639,0.11872238703817936,0.026405059096321452,0.007643622463955258,0.01995927141351315,0.022915439896984392,0.0033011833690002306,0.017072927371160874,0.06795801477393007,0.019533111912049646
113,3,0.0,0.0,0.22147169246285794,0.1608643723104796,0.08024604493730435,0.0821146683987097,0.0748189542539302,0.02181713290442896,0.006458504330024317,0.019099981921716507,0.02616142955654118,0.020037949371792152,0.009114559728695536,0.023697675012557123,0.01775918424374933
114,1,0.0,0.0,0.10936333502553236,0.22414718821906698,0.04772555949505216,0.01675246707274062,0.003000054882128524,0.10156240541912599,0.01725336738177543,0.018920613808182128,0.0145208628761948,0.007469114678628824,0.0013154560180271657,0.0008501685607726762,0.014625481933691096
114,3,0.0,0.0,0.12823329792360205,0.1764463407470269,0.019309094930270516,0.016220192153250247,0.02583335876896226,0.11156887459601134,0.04057715026552295,0.012062692737435756,0.01886916696397164,0.004851616880384327,0.0030652851700943055,0.0017314908264110895,0.0020983643306084687
116,1,0.0,0.0,0.07483810944215052,0.16230389757341565,0.2494735423044201,0.0,0.00029634356477588943,0.0032879023269224983,0.019904159228469887,0.0,0.03473524890107181,0.0005142226395874772,0.0,0.0,0.10627084400668914
116,3,0.0,0.0,0.05858515819753803,0.19281301304370457,0.18127140706408254,0.0,0.0,0.04152631374852147,0.0,0.0,0.02190399629337697,1.8083048207196376e-05,0.0,0.0,0.06605205064780513
117,1,0.0,0.0,0.035620008671086,0.05411051911622176,0.11347313024203376,0.09328563301930336,0.13060432985836024,0.012473393256969594,0.04635588202679228,0.035719690130774855,0.018207379070176142,0.08307418822661877,0.006374509248958248,0.03125033777603056,0.009765580432329298
117,3,0.0,0.0,0.011586900901468378,0.020676649172745875,0.1276873420412857,0.03788694822430684,0.06749426123796667,0.017925524940886707,0.08134446770057795,0.015543082146631573,0.03360002028552889,0.12103849833152533,0.013603479692686313,0.03570232958570933,0.010994132793137212
118,1,0.0,0.0,0.08061369555916405,0.04396099850629384,0.08556169106553543,0.04938617933981691,0.06890343952741841,0.028340685103220853,0.10117309727605042,0.044387643021740066,0.032800286231131646,0.000787235692821954,0.056844902258573804,0.006409575732403918,0.036817129832339625
118,3,0.0,0.0,0.11072722760685774,0.06833312127587651,0.10329347086936187,0.041437995817779835,0.057786074101718134,0.06028541565580665,0.03489668230352662,0.02993233548537451,0.033013592065454,0.0023240562950982905,0.06716388551059618,0.017425717240551548,0.029401774735718193
119,1,0.19726403526179645,0.00033136405669298045,0.15367572266466248,0.09605798053323661,0.03655206576636817,0.0065365073892192736,0.05178959069537993,0.02135366188514663,0.0,0.04493858870316003,0.017277602863447025,0.1520172958246886,0.008053070288598406,0.012909300852856069,0.004334322135739038
120,1,0.0,0.39972354245292785,0.0011481275107764874,0.0012088245698484705,0.044252269417892155,0.11991621999985155,0.023019234245902756,0.003756495839392172,0.024930439163789165,0.015330672561538297,0.059773560842631704,0.0012765444291436582,0.01084360484749789,0.010159283128605333,0.02363352861399822
120,3,0.0,0.14738893087998003,0.0030153059288367287,0.00526913538045187,0.06518701671030691,0.07498233203454541,0.04681847276506154,0.0048492915752316144,0.08955033832606238,0.013749758798677004,0.02977982005802523,0.0070722190733098055,0.010837224513362184,0.02342408341232458,0.02106154350527
121,1,0.22402497593820062,0.3374004114453759,0.010980423363056916,0.01262326657979701,0.0066206806894050785,0.010285221987048246,0.025427923791514116,0.01987997926828239,0.02077963336056742,0.01330565567004343,0.04854257338273914,0.0004773928282134676,0.01389214690421493,0.0033825937702661943,0.0035524921904223463
121,3,0.24690762844375885,0.2083781195551594,0.014587777240511942,0.015841224314909044,0.009475861021619193,0.018360921005178103,0.0059254066926068515,0.028200224448665864,0.011395117122717496,0.016595521701804103,0.04293221890579163,5.587945643731339e-05,0.03354778329470464,0.007548019669531867,0.0069429851898318955
122,1,0.0,0.013645903974982537,0.012465563768153852,0.028318103245306703,0.0135733589840079,0.02692425337017263,0.016800252750370767,0.05941847291284741,0.014494408702984102,0.004163337914769193,0.010395264552766669,0.1387126634777726,0.009644559729380013,0.017588789635624918,0.0010095928424958694
122,3,0.0,0.0,0.01984349492529736,0.052475858061807684,0.043623705098680396,0.01206893239593493,0.04551245540255104,0.08101279419883407,0.014599871884012088,0.0196879010853651,0.007482082318293904,0.05196663271495763,0.012364731674047905,0.011941902648142788,0.0006725636765526923
123,3,0.0,0.0963209522945972,0.0343683446647646,0.019397666590335226,0.06540812955890146,0.061019541315778275,0.01629810111656332,0.040199154671272545,0.03221521523352894,0.011743848869393428,0.02216409461907632,0.06011241026449342,0.017511228058817954,0.006354541475611904,0.010627124706192672
123,1,0.0,0.11707774620404632,0.07300321425339538,0.023175406758278356,0.03604567789229824,0.06769687892108428,0.012366082400307973,0.05525105033460754,0.04149423060447708,0.00968243240732343,0.02288002447424514,0.009804663022647611,0.012208297440016853,0.004890228972994666,0.025175891060683523
125,3,0.18204332283455504,0.2837331682009265,0.00962465774463373,0.004959826300679312,0.0029499486773109885,0.005628721435288063,0.02689061566061546,0.01866726539159774,0.0019392392925958871,0.009457515802117643,0.012613158734945286,0.02805332433151424,0.009638163328103074,0.0011945491402482419,0.003238067968090006
125,1,0.35772267145161635,0.015540939674119209,0.003770620054360664,0.011469845419022653,0.015828039457470855,0.027090581462077514,0.03507877130794431,0.014942177472891052,0.02131984361943636,0.017531541043679405,0.005553532220646431,0.04332396851556086,0.010809162249673498,0.0037333903137149313,0.015270365005559608
127,1,0.0,0.1042188751103667,0.037632596619986414,0.007965549070463668,0.07565787527532122,0.07538492315575578,0.06858438427085843,0.0074188426208417375,0.07666154087588357,0.045532264153876054,0.012913282550066721,0.0010679427161543644,0.0759916951158919,0.011795803336092616,0.008011174792139749
127,3,0.0,0.06953254466666631,0.056502135059375756,0.013411313632219899,0.045387283364598685,0.07488075426221667,0.061674342110214296,0.028388588332155122,0.049977598307806764,0.03196312576104292,0.009711447139281326,0.0013069744269506652,0.04872149804856926,0.022232814038862035,0.00530415878760938
130,1,0.0,0.0,0.06264208358363,0.04996277827964995,0.06013684862239605,0.13693049216542347,0.07290883290740373,0.028497785813069918,0.04044336583636578,0.019030117466104626,0.03126494398526426,0.010857152465330961,0.028462255534166234,0.07991170075138038,0.019683674427347
131,1,0.12153563602073174,0.0,0.10022262380398118,0.16594592123305205,0.016844647082416495,0.0511612528331721,0.06566777845261615,0.06942145780513162,0.010637416012717352,0.10016894961807322,0.006075109980541093,0.006357799894324729,0.002443185824111413,0.027204380432834258,0.004854834768875926
131,3,0.19613818928386814,0.0,0.07998225256492786,0.06699082303514976,0.017599748118172352,0.020889945251860498,0.03854309052835875,0.05363767608028892,0.01654909490560595,0.11992701818424319,0.038319047673648875,0.004084881791675466,0.017848639955025895,0.019088917364704267,0.0034165328566777608
132,1,0.0,0.0,0.12395377156960986,0.017836162098087686,0.059194801588693904,0.026207095397937023,0.021330568825557044,0.0371637227922802,0.045901800525764515,0.0099466786045576,0.013579518487863578,0.08316897118831043,0.007476094142186435,0.00686153939881004,0.0015638824779916924
132,3,0.0,0.0,0.13368301953657716,0.027183427774218394,0.023889167729204148,0.03730605192316183,0.011727919743868722,0.040029613947678615,0.02652171976102486,0.006902781114531502,0.023514870278580083,0.05240375492145336,0.008097375261754294,0.013374144694625275,0.015974214706953357
133,1,0.0,0.10495362147624412,0.016945490024347445,0.011956833415846883,0.05827496912409449,0.056504995450263815,0.032839020260290584,0.023339980379923336,0.004627838024360737,0.011353053587044986,0.014379098650015127,0.07370169975243915,0.0350806245855241,0.032007376198715305,0.004550943910474314
133,3,0.0,0.16168782560652317,0.015600872943687727,0.009396106367772824,0.05806429033789156,0.05483381775293457,0.0518493371328452,0.01898666640847094,0.017526650138104487,0.05427254457356255,0.009395702936916134,0.045206646361991704,0.022893591682385372,0.02475713966715747,0.007004769964734099
135,1,0.0,0.0,0.06181817050014618,0.10564782939061651,0.08523300476467395,0.05285749914055948,0.033237255380740176,0.025064638761891602,0.2014211290638685,0.1277291252341373,0.02248822486176662,0.033825209076976955,0.030697186978913986,0.0,0.011036782447493806
135,3,0.0,4.631405094807382e-06,0.05470625766258425,0.10028139813259737,0.07731446163288647,0.045324641864015726,0.03222622279414483,0.041671671436846136,0.18426337149577582,0.03523633405761127,0.02421822133706451,0.03407234113802284,0.02684855738275675,0.00035450385519166937,0.02149133056341749
139,1,0.0,0.11140507214780618,0.06822365945700137,0.0546346561647071,0.09629787207921715,0.045542381257479926,0.07280048889820495,0.03988298000482418,0.012332745019923127,0.0038169763320498725,0.009884530704918477,0.025212914343090337,0.029976210187586415,0.026207334741005416,0.013711972501589191
139,3,0.0,0.3412265648043032,0.05304367726069294,0.012565005611076523,0.06259097029810062,0.059708664693984725,0.05896813279097097,0.013701242348930331,0.013940808525831726,0.010621935628608322,0.0109021639576092,0.01870358843492277,0.047012057930546816,0.019550482913132713,0.0060228058587551035
143,1,0.0,0.0,0.02062975529498194,0.0321661766075545,0.04963480420802436,0.04080448683197054,0.03192347715396522,0.03656081698288675,0.060623064715764084,0.05250887668473959,0.08299245107136777,0.003195425462300721,0.05986720628487992,0.02584412237845869,0.02611136334331022
143,3,0.0,0.1591850334310968,0.016427925272458198,0.03777664191081808,0.027042598661751346,0.05314179360850768,0.08836112718506883,0.01853669231544471,0.009894234084094062,0.0671153017389717,0.012975242510219543,0.00710984167316352,0.040467387260040726,0.017933914715460145,0.002481446175899126
